id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
4094,Entertainment,FinTech,291727,1127484,3311964,8.5,7.6,8.0,6.8,2.1
4095,Finance,AI,606650,5317859,4718548,6.3,8.3,2.6,5.5,3.2
4096,Entertainment,Medical,170876,6308216,3951304,3.1,9.5,5.1,0.9,0.4
4097,Finance,E-commerce,820300,3892834,1173106,5.1,9.1,3.1,7.3,9.9
4098,Education,AI,995567,8543548,0,3.2,10.0,4.7,4.8,2.0
4099,Healthcare,E-commerce,188353,2726402,1984604,9.9,8.4,8.0,3.6,6.0
4100,Education,Media,770567,0,0,7.6,2.1,3.0,1.6,5.1
4101,Transportation,AI,605118,2748090,144065,9.7,8.8,1.1,5.3,7.9
4102,Technology,EdTech,170496,5563528,4853289,4.7,6.0,7.1,6.8,5.3
4103,Healthcare,Logistics,559354,7461831,3077943,5.6,3.7,4.5,8.5,2.4
4104,Real Estate,Media,230606,8273299,4736468,8.1,4.5,6.2,2.8,5.3
4105,Education,Property,141706,0,1088007,9.1,3.0,6.3,2.9,1.2
4106,Healthcare,Media,293459,0,0,3.4,9.3,3.4,5.0,3.5
4107,Transportation,Medical,554221,0,298577,4.1,7.2,8.6,1.6,7.6
4108,Environment,EdTech,792587,3026526,3926646,5.2,5.1,9.8,0.3,0.3
4109,Entertainment,E-commerce,383285,1971484,3571064,6.2,1.9,6.1,1.0,0.6
4110,Retail,FinTech,241452,9652634,3593231,1.3,7.2,7.7,7.2,8.5
4111,Technology,Media,661955,0,4573537,9.5,2.0,4.4,5.9,6.4
4112,Finance,Logistics,347060,0,4429925,9.6,5.9,2.4,5.9,5.6
4113,Real Estate,Medical,188931,4068574,4793170,1.7,7.7,8.0,4.9,1.6
4114,Finance,FinTech,467395,4575882,4050224,4.1,4.5,4.6,1.4,8.5
4115,Technology,Property,778472,9486497,4707889,3.6,8.1,3.1,6.4,3.2
4116,Finance,FinTech,908572,0,452199,4.1,4.6,5.9,7.3,7.7
4117,Real Estate,Logistics,252044,3245059,2685499,8.3,8.9,2.5,10.0,7.6
4118,Education,GreenTech,259374,4729247,3475760,4.5,9.3,1.6,8.8,1.7
4119,Finance,Medical,682167,2360080,4476156,5.2,7.6,1.6,8.9,4.7
4120,Healthcare,GreenTech,361525,2207029,4707920,8.6,5.6,7.2,0.4,0.9
4121,Technology,FinTech,846985,2403259,2584726,6.5,3.9,5.5,0.6,0.6
4122,Environment,FinTech,609391,1941941,161850,9.2,6.9,9.3,2.5,1.9
4123,Retail,AI,203591,3954000,2902373,1.6,6.3,5.1,1.9,8.7
4124,Finance,Media,794070,0,4751814,3.2,4.2,4.1,5.9,8.3
4125,Retail,Medical,504790,1334005,596330,2.6,4.9,5.4,5.7,4.8
4126,Transportation,Property,997837,9203997,4212924,2.9,6.3,4.4,2.7,3.7
4127,Transportation,Medical,712564,0,0,4.0,1.9,2.9,9.9,2.3
4128,Education,E-commerce,959975,6451566,3487547,8.0,7.4,1.5,1.4,7.4
4129,Finance,FinTech,546971,8688313,1805169,3.1,6.5,8.0,5.5,9.4
4130,Environment,FinTech,772024,0,4031923,1.5,5.8,4.0,2.4,3.2
4131,Finance,EdTech,489734,5965077,4646308,7.3,9.9,3.9,6.1,6.8
4132,Retail,E-commerce,278857,1231634,2246377,6.5,1.6,1.6,9.7,4.8
4133,Education,GreenTech,597188,0,852093,4.5,8.3,8.8,5.9,3.4
4134,Real Estate,Property,823830,7015971,4417922,2.7,4.0,9.1,3.8,2.4
4135,Technology,EdTech,735572,666601,4986100,2.3,3.1,2.6,1.1,9.6
4136,Transportation,Medical,157712,2142758,2747512,3.1,3.9,4.5,7.0,6.8
4137,Real Estate,GreenTech,280767,3777513,2949708,6.5,1.1,5.9,2.6,1.2
4138,Education,GreenTech,219860,1658993,3824019,7.2,2.9,8.1,0.4,0.9
4139,Technology,FinTech,155628,0,4621708,7.5,9.3,1.2,3.2,6.9
4140,Entertainment,EdTech,129433,7386778,1315137,5.1,3.7,8.7,1.2,1.2
4141,Transportation,GreenTech,730505,0,0,7.9,9.0,5.7,1.8,4.2
4142,Technology,Media,321217,4323095,3234433,9.5,6.2,2.2,6.4,6.2
4143,Real Estate,EdTech,193980,858195,0,1.1,5.5,6.9,7.9,5.6
4144,Environment,FinTech,307882,1239311,3290915,2.7,9.3,2.5,1.6,4.4
4145,Entertainment,Media,903996,4384591,1011018,3.5,1.7,8.3,3.9,5.0
4146,Environment,AI,929782,2879748,4287392,3.4,9.6,4.7,2.3,1.3
4147,Transportation,Media,610266,8426284,821555,8.4,1.1,5.3,4.6,8.2
4148,Finance,Property,694345,5385133,482103,7.2,5.3,9.9,8.7,8.7
4149,Environment,Medical,518582,2535140,0,4.2,2.6,9.8,3.2,5.8
4150,Transportation,FinTech,451424,4268789,4509528,9.5,1.0,6.4,3.9,8.7
4151,Technology,E-commerce,285234,6419088,460199,6.2,7.6,7.0,5.8,6.2
4152,Education,Media,209310,4412903,3488657,6.1,2.5,1.4,6.8,4.1
4153,Transportation,Logistics,460801,4135837,2025084,6.5,9.2,4.4,0.3,0.3
4154,Finance,E-commerce,519015,3698176,0,8.8,8.7,1.6,8.9,5.2
4155,Technology,GreenTech,707586,0,195586,4.8,5.2,1.0,6.9,4.0
4156,Transportation,Medical,795977,3177683,2661228,8.7,10.0,5.7,5.5,4.1
4157,Real Estate,AI,105001,3082904,2194040,2.7,2.2,6.1,6.5,2.9
4158,Education,E-commerce,116952,4642888,287612,2.1,1.8,7.7,0.9,0.2
4159,Retail,Property,833344,2755074,1525343,7.4,2.7,3.1,8.9,8.7
4160,Real Estate,EdTech,475353,3584862,3699493,8.6,9.1,2.0,7.7,8.3
4161,Finance,Property,909524,1693952,882690,6.7,8.5,5.4,6.9,5.0
4162,Environment,E-commerce,840954,5645083,827915,5.5,9.5,9.4,0.5,0.6
4163,Finance,Logistics,267512,0,2798427,4.0,8.7,2.7,0.1,0.5
4164,Education,Property,188651,8473458,2970189,7.2,7.3,1.6,6.8,9.6
4165,Environment,EdTech,817518,8453706,2791122,7.6,4.1,7.9,8.8,7.3
4166,Environment,AI,396975,3914494,775678,3.5,3.3,5.1,7.8,5.0
4167,Retail,Property,956788,0,1549989,5.6,6.3,9.9,3.0,5.7
4168,Transportation,EdTech,988877,9286060,2824043,3.7,1.5,4.3,7.2,9.1
4169,Technology,Medical,445371,3403804,4525390,6.1,9.7,9.8,7.5,3.7
4170,Education,Media,134692,9350550,0,4.8,1.0,7.4,5.9,3.6
4171,Entertainment,EdTech,149953,877075,618349,2.7,6.0,7.5,2.3,6.7
4172,Finance,GreenTech,308680,5688354,1488722,3.2,3.3,9.9,3.4,1.3
4173,Environment,Property,381239,3932940,2517968,9.0,2.3,4.6,5.4,4.4
4174,Healthcare,EdTech,381327,0,993492,1.8,3.3,1.8,0.3,0.8
4175,Healthcare,E-commerce,220603,3584081,239555,6.1,9.2,5.3,8.4,4.3
4176,Healthcare,EdTech,792570,8549324,0,3.4,6.5,6.9,0.0,0.4
4177,Retail,Media,917421,0,761490,9.0,6.8,1.6,2.5,3.5
4178,Entertainment,E-commerce,980226,8044025,3698173,7.2,2.5,4.6,0.0,0.7
4179,Healthcare,Medical,572506,8681622,4878744,2.9,8.4,9.9,4.3,2.5
4180,Education,Logistics,475675,6069938,4490954,1.2,5.3,5.8,7.4,5.7
4181,Entertainment,AI,747560,5108030,0,9.1,8.7,8.1,2.1,9.4
4182,Finance,E-commerce,471438,1441133,0,2.8,10.0,7.2,9.8,4.1
4183,Finance,FinTech,758703,9787503,4714970,6.6,1.3,3.9,6.2,7.8
4184,Transportation,GreenTech,627753,901132,3136900,8.9,8.1,6.1,7.8,8.6
4185,Entertainment,GreenTech,512035,3669993,1849224,7.3,3.8,8.6,8.0,5.8
4186,Education,Logistics,210941,8266878,1582462,6.1,4.9,9.3,0.8,0.7
4187,Real Estate,FinTech,894560,0,4435378,6.8,2.6,9.6,1.6,1.8
4188,Education,EdTech,813825,6675611,738342,6.5,7.7,9.2,1.4,9.4
4189,Real Estate,E-commerce,534547,749320,1159515,3.6,4.3,3.9,5.9,8.5
4190,Finance,Property,175159,4270528,2176719,6.0,5.2,2.1,0.5,0.4
4191,Technology,Media,567166,4073406,3272557,1.6,8.8,1.6,6.8,7.6
4192,Real Estate,FinTech,584908,0,4386841,6.0,1.3,2.0,0.0,0.4
4193,Environment,E-commerce,998568,2218700,2258945,6.2,1.4,2.9,9.7,1.8
4194,Healthcare,GreenTech,296473,0,4103302,9.0,9.7,9.8,5.1,9.1
4195,Retail,Medical,600114,0,2402275,6.1,1.8,6.0,5.9,5.1
4196,Education,FinTech,449695,6943362,1772005,7.4,7.6,2.3,6.4,7.1
4197,Transportation,GreenTech,587896,5640328,4395857,2.3,4.2,8.2,5.0,6.1
4198,Finance,AI,211304,2268130,4497340,5.0,1.5,2.5,6.0,6.9
4199,Transportation,EdTech,149447,8733302,0,1.4,5.9,8.9,8.4,3.6
4200,Environment,Logistics,569086,0,3629774,4.4,9.6,1.4,9.5,6.8
4201,Healthcare,E-commerce,576842,6312580,3106090,2.5,9.1,9.9,5.5,2.3
4202,Finance,AI,877622,699996,1350947,2.9,9.4,6.4,6.3,3.2
4203,Retail,Medical,960855,4253499,3335284,1.8,4.0,6.3,6.9,7.0
4204,Entertainment,Media,106168,2750328,2795087,8.2,8.1,6.0,2.5,9.4
4205,Finance,FinTech,210831,9336114,3274834,2.6,1.2,5.5,9.8,1.7
4206,Healthcare,GreenTech,532834,0,278335,4.1,5.2,4.0,8.8,5.5
4207,Education,EdTech,731577,0,1201811,8.7,5.4,1.7,3.6,1.7
4208,Retail,Logistics,527081,1054487,1362076,7.2,6.1,9.6,0.7,0.7
4209,Real Estate,Logistics,707426,3443808,3956246,8.1,1.2,4.9,5.1,9.6
4210,Education,GreenTech,223073,7858662,0,6.0,7.9,9.1,8.0,5.8
4211,Finance,FinTech,132507,9711050,3373518,2.4,4.1,8.1,5.4,4.8
4212,Healthcare,Medical,701665,0,661970,4.9,2.9,3.2,6.0,3.2
4213,Retail,Medical,200276,2199684,2459338,9.5,4.1,1.8,8.9,4.9
4214,Finance,Property,681958,795849,2913021,7.9,7.3,9.4,2.3,2.2
4215,Entertainment,GreenTech,447253,0,1228904,2.4,5.7,5.9,9.6,6.2
4216,Real Estate,Medical,437666,0,4503547,4.5,8.6,9.5,7.7,7.8
4217,Technology,Medical,103820,0,0,8.7,3.5,9.2,6.2,7.9
4218,Technology,E-commerce,326304,0,2507738,5.1,5.3,6.4,8.7,8.7
4219,Retail,GreenTech,812588,7870871,4325219,5.2,6.9,5.1,7.6,8.6
4220,Real Estate,Property,239644,5037837,2553755,6.8,8.3,7.7,0.3,0.4
4221,Technology,Medical,346971,2623360,1220645,3.7,8.7,6.9,5.2,3.5
4222,Transportation,E-commerce,425379,1555490,490276,5.4,9.5,2.5,7.6,7.3
4223,Technology,AI,829375,9440132,377876,4.2,6.8,4.1,7.7,9.9
4224,Finance,Logistics,661668,6054905,691451,7.0,1.7,8.5,6.7,4.8
4225,Real Estate,EdTech,334374,7085544,2462517,3.6,8.4,2.7,2.9,4.9
4226,Environment,Media,271478,0,366587,9.0,2.7,2.1,0.6,0.9
4227,Finance,FinTech,116572,7822751,2408530,4.3,6.9,9.9,9.2,7.7
4228,Entertainment,EdTech,135112,0,1712963,7.2,5.6,3.5,4.1,9.6
4229,Real Estate,AI,386436,7472930,2674682,5.8,8.0,7.9,1.0,0.1
4230,Environment,GreenTech,180568,0,485274,9.5,1.4,8.5,8.5,5.3
4231,Entertainment,EdTech,414220,3764449,2385939,4.1,7.0,4.7,4.3,6.9
4232,Real Estate,GreenTech,753216,6084555,4301369,4.5,2.4,6.3,2.8,5.6
4233,Finance,Media,172056,5975728,4132424,2.8,1.4,4.3,9.1,2.5
4234,Transportation,Logistics,748603,1682044,4305177,5.4,6.2,8.2,2.3,8.4
4235,Finance,GreenTech,508810,6228577,0,4.2,3.4,8.2,4.0,8.6
4236,Retail,E-commerce,268754,1352429,4819865,5.8,5.0,9.3,9.5,5.5
4237,Real Estate,Medical,715849,2159960,832245,6.0,2.0,7.3,8.1,9.4
4238,Finance,Logistics,159321,0,296550,8.5,4.1,2.6,5.1,6.2
4239,Education,EdTech,439389,543014,3730550,5.4,7.6,7.8,7.6,2.9
4240,Healthcare,EdTech,862463,3950946,776790,1.8,2.5,2.9,3.2,2.8
4241,Healthcare,GreenTech,269718,2748291,965882,9.0,7.7,7.4,0.6,0.0
4242,Retail,FinTech,401894,5630873,3535864,2.2,7.1,6.1,9.1,1.3
4243,Healthcare,AI,138302,4991586,1826558,4.7,4.7,2.7,8.8,9.5
4244,Finance,Media,438849,1226429,926850,8.1,2.4,8.7,7.5,3.0
4245,Retail,Media,741513,2486192,2977122,6.9,8.1,2.0,3.0,3.3
4246,Finance,EdTech,201858,2814320,4473536,4.3,6.4,5.1,5.5,9.0
4247,Finance,AI,853770,2928470,3832193,1.7,2.1,9.2,7.3,9.4
4248,Environment,Property,870593,1253362,3922727,1.4,4.2,7.0,3.2,4.0
4249,Real Estate,Logistics,574096,4255655,1618541,3.3,2.1,4.7,7.8,1.5
4250,Education,AI,307230,7009985,719775,4.7,5.3,2.2,3.5,4.7
4251,Technology,AI,561959,2533592,669615,1.5,4.2,6.9,5.3,4.6
4252,Retail,AI,512240,9349777,0,7.4,5.3,9.0,1.7,6.5
4253,Healthcare,Logistics,352116,7955798,3956862,5.4,4.2,4.5,3.7,5.2
4254,Environment,AI,202386,1501406,636095,5.2,2.4,4.8,0.7,0.5
4255,Retail,Media,853937,5374953,0,2.2,2.2,9.5,0.3,0.8
4256,Finance,E-commerce,864441,9168981,2286361,7.3,1.8,3.8,3.6,4.9
4257,Transportation,GreenTech,922987,7673131,2416897,9.9,4.0,9.3,2.8,3.3
4258,Real Estate,AI,578926,5449835,294884,7.2,4.5,7.5,1.7,3.4
4259,Real Estate,Property,677134,3731180,0,1.2,7.3,6.7,9.9,3.4
4260,Retail,EdTech,639782,4988488,4456567,8.7,6.1,5.1,3.8,1.9
4261,Finance,FinTech,893272,0,2725299,7.4,5.2,1.3,7.7,3.6
4262,Retail,FinTech,844039,5284288,2193376,4.5,6.6,8.2,6.7,6.4
4263,Real Estate,AI,405531,7301849,306584,1.9,9.8,6.3,2.8,6.4
4264,Healthcare,Medical,491923,5049045,2709694,6.3,7.2,7.6,7.8,4.3
4265,Education,EdTech,587950,0,2518868,9.3,9.8,2.9,8.7,7.3
4266,Retail,Property,582571,956782,0,5.4,2.7,5.7,3.9,6.0
4267,Healthcare,Media,726738,7389766,3885988,1.6,8.3,5.6,4.9,5.9
4268,Real Estate,Medical,298706,5541911,3390066,5.9,7.0,3.7,10.0,3.0
4269,Education,E-commerce,955050,5781760,2823214,5.6,7.2,8.9,5.4,3.5
4270,Education,Medical,660942,0,416473,2.4,9.4,9.5,0.6,0.9
4271,Healthcare,FinTech,703537,4745349,685638,2.6,3.7,4.8,7.1,2.2
4272,Environment,Logistics,186239,6055245,4673599,4.2,4.2,3.8,9.4,4.3
4273,Education,FinTech,628966,2029617,2213360,6.9,2.7,3.2,3.6,6.2
4274,Technology,Logistics,472346,8687915,1125133,6.9,9.4,7.6,5.4,2.9
4275,Education,Logistics,398136,9480153,885749,4.0,4.1,7.9,5.0,6.2
4276,Environment,Logistics,237551,3782541,3975110,6.7,2.6,6.1,4.5,2.6
4277,Finance,E-commerce,880407,1851084,3515352,4.8,1.6,1.3,2.9,2.2
4278,Retail,Medical,275279,3440434,899988,5.4,8.3,3.1,3.0,9.9
4279,Retail,Media,521825,6964825,1739163,7.1,5.2,1.9,0.8,0.6
4280,Healthcare,GreenTech,147402,4344555,4126353,4.2,8.7,3.6,9.2,1.1
4281,Transportation,E-commerce,983729,6428849,200095,2.3,7.5,4.0,1.8,3.5
4282,Education,Property,116617,2948911,4752292,5.7,3.1,8.0,7.0,5.3
4283,Environment,GreenTech,961539,9723386,476436,1.2,4.5,9.4,8.4,4.4
4284,Environment,EdTech,237701,0,1556307,4.2,8.7,4.7,7.2,1.8
4285,Technology,E-commerce,745714,8327355,0,8.6,7.5,2.3,0.7,0.1
4286,Real Estate,E-commerce,116074,0,4564449,8.9,2.0,5.6,0.7,0.4
4287,Technology,Media,380036,0,766329,1.7,2.2,3.0,2.2,4.8
4288,Transportation,Property,653757,2613737,4912532,8.0,2.1,2.6,1.3,5.0
4289,Healthcare,Property,349774,5217749,334349,9.2,2.1,2.2,10.0,9.2
4290,Finance,Medical,193844,0,0,5.2,5.4,5.1,5.3,7.1
4291,Retail,Logistics,985407,2704845,4552118,1.1,9.9,9.5,3.8,8.8
4292,Healthcare,Property,860801,8328817,152706,5.1,5.7,4.6,4.6,4.8
4293,Real Estate,Property,886676,8183406,4526704,5.7,9.5,4.2,6.2,6.4
4294,Technology,Property,891917,1490704,1395081,1.5,7.0,3.9,2.7,4.2
4295,Technology,Medical,620367,4607507,3210108,1.9,5.1,4.9,7.2,3.0
4296,Environment,AI,185102,0,0,3.9,2.1,8.3,1.3,8.7
4297,Healthcare,Property,526364,2410286,1292341,1.3,8.1,7.2,2.5,4.9
4298,Healthcare,AI,139058,3752922,2409025,9.2,5.6,4.5,3.1,4.9
4299,Finance,GreenTech,897339,8462508,2484059,9.5,3.6,4.3,0.8,0.2
4300,Entertainment,EdTech,327977,1796561,635155,4.7,4.2,5.8,6.4,2.7
4301,Entertainment,Logistics,173840,5723915,843059,6.7,5.8,2.9,0.9,0.2
4302,Finance,GreenTech,885375,5843735,3351338,6.1,9.2,6.3,9.9,8.7
4303,Healthcare,Medical,849271,2938838,2317551,8.6,1.4,3.8,1.0,4.5
4304,Real Estate,EdTech,981577,901379,3722601,9.6,3.8,4.7,0.0,0.3
4305,Entertainment,Logistics,571535,7583901,4954447,3.6,2.4,1.2,8.5,1.8
4306,Real Estate,GreenTech,261349,0,1481375,5.6,9.6,3.6,9.3,9.0
4307,Entertainment,Media,450005,544165,1134422,8.5,9.1,8.4,8.3,4.8
4308,Entertainment,GreenTech,881200,7227624,3926078,4.8,2.4,1.9,3.0,2.4
4309,Entertainment,FinTech,885999,0,0,5.2,1.6,5.7,0.0,0.2
4310,Transportation,Media,728435,1276904,1534831,2.8,4.1,9.0,5.1,6.1
4311,Retail,Medical,281349,7574991,2315219,6.6,9.0,3.4,9.0,4.6
4312,Entertainment,AI,728850,2051390,2160218,9.1,2.8,2.3,3.6,6.1
4313,Environment,GreenTech,949042,6991586,3653810,5.0,1.7,1.2,2.3,1.9
4314,Finance,Property,398759,1971825,2021197,1.3,8.7,4.2,0.3,0.3
4315,Education,FinTech,895135,4205077,4067423,1.3,1.5,9.6,8.9,7.6
4316,Technology,GreenTech,898027,7859776,2397637,1.7,1.7,7.2,4.9,4.0
4317,Healthcare,FinTech,253815,7966018,2082677,4.7,10.0,9.2,5.6,4.2
4318,Finance,EdTech,620798,9002338,754266,2.9,7.4,7.2,2.7,6.3
4319,Healthcare,Medical,940004,6972204,4767981,2.4,8.3,8.9,6.9,2.9
4320,Retail,AI,567344,2514911,0,7.6,8.4,4.6,3.5,5.7
4321,Transportation,Medical,829947,8638222,4733743,1.9,9.6,5.4,7.0,8.1
4322,Healthcare,AI,913008,0,2404872,1.1,3.1,3.2,7.7,5.8
4323,Technology,Property,408612,9868523,2708624,6.9,7.8,1.4,9.3,9.1
4324,Retail,AI,572161,6921824,2326893,8.3,4.8,5.4,9.4,6.5
4325,Real Estate,Property,386021,6586146,2473460,5.1,1.2,8.6,2.2,9.2
4326,Technology,Property,989771,3570728,3061135,4.8,6.5,4.8,1.7,9.8
4327,Entertainment,E-commerce,759472,9723344,2938099,2.3,1.2,9.2,8.2,2.8
4328,Healthcare,AI,378832,0,565670,7.6,6.3,6.8,0.4,0.1
4329,Finance,Property,788877,6821746,4200398,3.0,6.4,8.3,6.6,3.4
4330,Education,GreenTech,462363,9035500,888466,1.7,1.4,8.2,6.5,6.8
4331,Healthcare,EdTech,858913,2912262,0,5.9,5.9,7.0,9.3,2.8
4332,Technology,Logistics,307641,9590760,2121733,7.2,4.5,6.1,9.1,2.5
4333,Education,Logistics,835896,1934309,0,2.6,9.7,2.8,6.3,3.2
4334,Real Estate,Logistics,227051,5760127,3563156,7.4,6.4,6.6,4.2,2.8
4335,Finance,EdTech,541510,0,972844,9.4,2.9,4.6,3.7,8.8
4336,Retail,EdTech,232670,4406386,1762375,1.4,8.9,7.9,8.5,1.4
4337,Retail,FinTech,549997,5372452,3556501,6.2,3.6,1.2,8.7,8.8
4338,Transportation,EdTech,574813,1713706,2834086,6.4,3.4,2.2,5.9,2.0
4339,Healthcare,Media,245666,9162871,3670164,6.7,8.6,6.3,9.3,2.4
4340,Healthcare,Medical,226008,4296247,4726904,7.5,8.2,3.7,7.4,2.9
4341,Entertainment,EdTech,282274,4651738,0,3.7,8.5,9.3,3.2,5.1
4342,Environment,FinTech,559247,2636972,3886488,3.7,5.5,9.4,3.5,7.4
4343,Environment,E-commerce,407806,6358744,1035107,2.8,5.6,6.5,2.3,8.8
4344,Entertainment,EdTech,703088,8673387,0,7.5,9.4,2.0,8.7,9.7
4345,Education,E-commerce,441270,5596344,1112748,8.4,6.5,2.9,4.5,7.6
4346,Education,Media,139853,8619293,2504780,1.7,7.4,3.7,5.1,7.6
4347,Retail,Media,241327,2469645,734469,1.4,2.0,6.5,8.8,2.3
4348,Education,AI,925046,6723818,351238,3.8,5.0,8.7,7.7,2.4
4349,Retail,GreenTech,777396,2292692,550001,2.3,9.4,8.4,7.3,6.0
4350,Entertainment,E-commerce,420952,0,4418967,7.6,5.8,4.4,6.7,5.6
4351,Entertainment,Property,348774,5597204,3243871,2.0,7.9,8.5,0.3,0.2
4352,Technology,EdTech,707789,0,1071440,3.6,1.5,4.0,6.9,3.1
4353,Environment,Medical,431315,7254505,0,7.0,8.4,4.3,6.7,2.3
4354,Entertainment,Media,143398,1270202,1764117,1.0,1.7,5.7,7.4,7.8
4355,Transportation,EdTech,424688,4711619,2259077,9.8,2.5,2.9,1.3,2.9
4356,Education,EdTech,894058,8633925,2610561,7.4,7.3,2.7,8.7,1.4
4357,Entertainment,Property,565737,5544285,3216580,1.6,4.7,8.4,9.7,6.3
4358,Transportation,Logistics,172619,714329,4799959,7.3,3.7,7.5,2.7,6.1
4359,Transportation,AI,395967,1380525,0,3.2,7.7,6.9,8.6,3.9
4360,Healthcare,GreenTech,149370,0,4385513,9.9,4.1,1.9,5.0,7.6
4361,Retail,E-commerce,978585,5015076,3665665,1.6,7.1,8.5,4.2,5.1
4362,Environment,Medical,873434,0,4678690,3.8,9.7,1.7,0.1,0.7
4363,Entertainment,Property,769085,3178825,1665978,9.2,7.8,5.7,0.9,0.3
4364,Education,EdTech,420470,6145360,628090,8.8,3.6,8.9,4.6,8.0
4365,Environment,EdTech,222166,8383105,647640,5.5,5.9,3.0,7.5,1.1
4366,Real Estate,AI,787299,5517061,0,10.0,9.3,3.3,5.2,5.2
4367,Technology,E-commerce,416460,2248717,2744648,4.2,2.3,3.6,6.6,5.3
4368,Technology,AI,811454,7048919,0,7.3,6.8,2.4,2.7,3.6
4369,Finance,Logistics,671557,6757592,4858982,4.4,5.2,8.2,2.9,3.1
4370,Finance,Medical,674116,7305755,4667079,1.9,7.5,5.9,5.2,2.4
4371,Real Estate,FinTech,540203,2249611,4308723,4.1,3.3,7.2,5.8,7.3
4372,Environment,AI,114927,6451706,4593996,1.8,2.0,9.0,6.2,3.9
4373,Healthcare,Media,125670,1283243,2416005,6.3,4.3,3.9,7.5,6.7
4374,Entertainment,EdTech,311502,0,3843845,1.1,7.5,7.0,3.0,1.4
4375,Education,Logistics,568383,7426469,973727,3.5,9.9,7.3,6.0,9.2
4376,Technology,Logistics,116863,8289463,186175,3.0,6.2,4.8,3.7,2.4
4377,Transportation,Logistics,236444,3724100,2989324,1.2,9.9,6.5,1.3,1.5
4378,Finance,FinTech,399322,2817795,4412799,4.5,6.0,1.9,3.7,8.0
4379,Healthcare,GreenTech,971906,5568052,3071148,1.9,8.6,3.2,1.2,8.2
4380,Entertainment,Medical,776752,579701,3717576,2.4,6.5,6.6,4.5,6.9
4381,Education,Property,409641,9313074,0,3.3,6.7,5.1,3.4,7.3
4382,Finance,EdTech,561060,4633053,694992,9.6,7.8,4.4,6.7,5.8
4383,Finance,EdTech,921971,5336775,1592896,3.2,4.0,9.2,5.1,5.9
4384,Entertainment,AI,749547,2728064,1111209,7.2,7.5,1.4,1.4,2.7
4385,Transportation,FinTech,510476,7913592,4841027,1.7,8.4,9.5,3.5,4.2
4386,Education,EdTech,253394,8568939,2139027,9.6,2.6,7.5,2.4,9.6
4387,Environment,FinTech,544867,621308,3456146,8.6,6.7,3.3,8.1,9.6
4388,Transportation,E-commerce,850116,0,3942547,5.3,2.5,9.1,10.0,4.3
4389,Healthcare,Logistics,536076,3655732,2960862,3.1,7.7,9.9,7.1,8.6
4390,Healthcare,GreenTech,329093,8325781,2115011,2.9,1.2,6.3,1.8,3.1
4391,Transportation,AI,446006,4387233,0,7.7,6.0,5.4,8.9,9.9
4392,Real Estate,GreenTech,450272,1318819,2214315,3.5,8.9,3.1,4.9,4.0
4393,Environment,Property,671071,9759446,3026596,2.2,3.9,5.0,6.9,7.3
4394,Real Estate,Media,746850,9131309,1973918,5.6,3.1,7.7,6.1,6.0
4395,Education,EdTech,735507,5276982,3233347,7.7,2.6,5.3,5.0,8.5
4396,Entertainment,Logistics,285922,0,0,6.2,8.0,9.7,3.8,7.4
4397,Real Estate,EdTech,982546,5934233,405657,7.4,2.0,5.3,6.8,3.9
4398,Entertainment,E-commerce,729245,7006078,363189,3.1,6.7,1.3,7.6,1.7
4399,Healthcare,FinTech,905162,9387855,1985541,1.4,5.4,5.7,1.3,4.1
4400,Technology,E-commerce,510634,9827925,0,7.0,3.9,1.2,2.4,3.1
4401,Technology,E-commerce,239718,9285833,4089125,1.1,4.8,8.6,6.4,6.8
4402,Retail,Media,697601,9702494,0,4.7,5.9,1.3,4.9,8.2
4403,Entertainment,Property,332301,2542469,2130591,1.5,9.6,9.3,8.9,9.5
4404,Technology,Medical,522807,3083043,1256497,6.4,3.7,2.4,4.8,4.0
4405,Transportation,Property,877235,6784950,1654987,7.4,2.4,3.6,8.7,10.0
4406,Environment,Media,303662,1061445,3137814,3.3,4.7,3.7,3.6,2.6
4407,Entertainment,E-commerce,452483,1199551,1451379,9.0,9.4,3.9,6.7,7.6
4408,Real Estate,AI,678270,0,4432026,3.3,7.1,1.3,2.9,9.3
4409,Technology,Media,227509,3555843,1267374,2.6,4.4,9.1,8.7,5.8
4410,Entertainment,E-commerce,959655,9487578,2655631,5.5,2.8,6.8,1.5,7.4
4411,Technology,Media,319175,0,1521748,2.6,3.4,5.5,5.5,5.7
4412,Healthcare,EdTech,205938,0,669101,6.7,9.1,1.2,5.1,9.5
4413,Transportation,E-commerce,758928,2961607,3485044,7.5,5.4,4.9,5.4,5.4
4414,Education,E-commerce,361036,0,3539932,5.1,9.8,8.0,3.9,8.9
4415,Entertainment,E-commerce,563747,0,2581646,1.3,6.6,7.4,2.5,3.8
4416,Entertainment,FinTech,524349,9442454,0,2.2,2.7,5.2,0.4,0.1
4417,Finance,Media,188526,3258802,1174483,3.3,4.1,4.6,9.6,7.9
4418,Retail,FinTech,588890,0,4474161,4.0,9.2,9.3,4.6,6.5
4419,Environment,AI,545764,8420741,4289005,1.5,1.2,2.1,2.0,6.7
4420,Healthcare,E-commerce,909857,2081514,921656,6.9,9.7,9.4,6.9,3.8
4421,Real Estate,E-commerce,361147,5697685,4761542,6.2,2.6,1.2,1.0,0.3
4422,Entertainment,AI,144161,3869770,1620792,6.2,1.8,4.2,5.3,4.4
