id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
3265,Fashion,SpaceTech,39750,29000,25778,7,10,500154,71,841885,83762096,эксперты,средний,низкая конкуренция,низкое влияние,средний спрос
3266,Real Estate,Medical,56750,171000,16340,20,36,121393,91,295619,11317473,эксперты,средний,высокая конкуренция,среднее влияние,низкий спрос
3267,Food,Logistics,83000,160000,39173,15,29,576211,6,750198,78537441,средний опыт,низкий,высокая конкуренция,высокое влияние,низкий спрос
3268,Education,FashionTech,100000,177000,40706,12,39,726232,45,199305,65667888,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
3269,Biotech,Media,29750,37500,12049,12,7,858826,45,474822,43721441,средний опыт,средний,низкая конкуренция,низкое влияние,низкий спрос
3270,Energy,EnergyTech,65250,162500,31266,17,17,664047,93,589742,16732738,средний опыт,высокий,средняя конкуренция,среднее влияние,высокий спрос
3271,Travel,Media,5500,74000,32356,9,5,529678,55,304227,22240164,новички,высокий,высокая конкуренция,среднее влияние,средний спрос
3272,Food,Biotech,42000,46500,43811,16,3,995739,34,712520,35780116,эксперты,низкий,средняя конкуренция,высокое влияние,высокий спрос
3273,Energy,Logistics,49000,163000,42080,20,6,204819,55,566095,22962195,новички,низкий,высокая конкуренция,среднее влияние,высокий спрос
3274,Healthcare,Cybersecurity,86000,110500,5296,11,31,811907,7,509442,72282159,эксперты,средний,средняя конкуренция,низкое влияние,средний спрос
3275,Technology,AI,83500,48000,12130,9,25,17479,45,157719,61596516,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
3276,Fashion,EdTech,98000,101000,33342,20,31,432884,40,542878,83687644,средний опыт,низкий,средняя конкуренция,высокое влияние,низкий спрос
3277,Healthcare,FinTech,92250,150000,1195,2,35,334319,29,428415,55919656,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
3278,Education,E-commerce,40000,176000,12652,6,37,717403,23,480961,68935900,средний опыт,высокий,высокая конкуренция,высокое влияние,высокий спрос
3279,Biotech,FinTech,5000,102500,49130,6,38,840309,97,463488,51106908,эксперты,высокий,высокая конкуренция,высокое влияние,низкий спрос
3280,Retail,FoodTech,65250,65500,20016,16,27,132339,1,755543,65892361,средний опыт,средний,низкая конкуренция,низкое влияние,средний спрос
3281,Fashion,E-commerce,62250,195000,26432,17,26,948895,100,996411,59158702,эксперты,средний,низкая конкуренция,низкое влияние,высокий спрос
3282,Transportation,Logistics,26500,17500,46387,12,45,860527,13,294469,21428189,эксперты,средний,низкая конкуренция,среднее влияние,высокий спрос
3283,Security,SpaceTech,92750,199500,5322,18,17,219090,8,250430,3571880,эксперты,низкий,высокая конкуренция,среднее влияние,средний спрос
3284,Retail,FashionTech,58250,173500,17208,13,15,929319,78,29950,22709199,новички,низкий,низкая конкуренция,низкое влияние,средний спрос
3285,Environment,AI,34000,182000,40432,3,17,389876,65,987257,36885857,новички,высокий,средняя конкуренция,низкое влияние,средний спрос
3286,Travel,Logistics,35500,129000,22293,2,4,923453,72,128595,49940012,эксперты,низкий,средняя конкуренция,высокое влияние,высокий спрос
3287,Fashion,SpaceTech,18750,57500,16025,18,32,802988,6,517601,69651721,новички,высокий,средняя конкуренция,среднее влияние,средний спрос
3288,Food,Biotech,35750,183500,14293,15,38,709106,9,263100,58160955,новички,высокий,высокая конкуренция,высокое влияние,средний спрос
3289,Education,Logistics,21000,57500,30940,19,43,694004,14,382042,74464649,эксперты,средний,высокая конкуренция,высокое влияние,низкий спрос
3290,Food,FoodTech,52500,97500,20611,16,12,630160,60,553981,89353603,новички,средний,низкая конкуренция,среднее влияние,высокий спрос
3291,Retail,Property,73750,174000,23240,10,49,54510,42,339866,56253013,эксперты,средний,высокая конкуренция,высокое влияние,низкий спрос
3292,Fashion,FashionTech,8000,71500,19856,16,41,808400,65,562567,76352042,средний опыт,средний,средняя конкуренция,среднее влияние,низкий спрос
3293,Transportation,Property,56000,164500,12072,19,34,845809,90,383938,72355557,средний опыт,низкий,средняя конкуренция,высокое влияние,низкий спрос
3294,Education,Medical,9500,66500,49900,15,25,493191,60,99090,52690451,новички,средний,средняя конкуренция,высокое влияние,средний спрос
3295,Space,Media,83500,76000,43459,6,6,698032,17,836525,49062205,средний опыт,высокий,низкая конкуренция,высокое влияние,низкий спрос
3296,Space,TravelTech,43500,42500,26462,11,38,400327,4,489958,32180441,средний опыт,низкий,высокая конкуренция,среднее влияние,высокий спрос
3297,Education,EdTech,17750,67000,21838,14,13,352979,96,30292,98554963,средний опыт,высокий,низкая конкуренция,низкое влияние,высокий спрос
3298,Environment,TravelTech,39000,165000,18118,15,42,426417,36,979337,77244626,новички,средний,высокая конкуренция,высокое влияние,высокий спрос
3299,Retail,FashionTech,85000,24000,33998,10,45,46966,24,268980,60883630,новички,высокий,низкая конкуренция,высокое влияние,высокий спрос
3300,Transportation,Biotech,72500,103500,24842,10,45,649197,45,115986,80626156,средний опыт,средний,высокая конкуренция,низкое влияние,высокий спрос
3301,Space,AI,75250,65500,21309,1,23,676490,42,543444,82716131,средний опыт,низкий,низкая конкуренция,среднее влияние,низкий спрос
3302,Healthcare,Biotech,74500,177000,16469,15,27,170753,25,922222,37829851,эксперты,низкий,средняя конкуренция,среднее влияние,высокий спрос
3303,Entertainment,Biotech,78500,60000,36079,14,34,815133,20,225977,82721326,эксперты,средний,средняя конкуренция,низкое влияние,высокий спрос
3304,Retail,TravelTech,13000,49500,30536,2,47,285445,18,556052,54145658,средний опыт,средний,низкая конкуренция,среднее влияние,высокий спрос
3305,Travel,EdTech,54250,96000,24552,17,41,675469,39,811435,4401309,эксперты,высокий,средняя конкуренция,низкое влияние,высокий спрос
3306,Transportation,GreenTech,96250,59000,26402,20,17,126773,9,483841,52950960,средний опыт,низкий,средняя конкуренция,высокое влияние,высокий спрос
3307,Education,Biotech,66500,194000,5625,8,29,335553,51,578550,48210202,новички,средний,низкая конкуренция,высокое влияние,высокий спрос
3308,Food,SpaceTech,2250,31000,27588,12,49,321885,75,988484,57543449,новички,средний,низкая конкуренция,среднее влияние,низкий спрос
3309,Education,TravelTech,84750,170000,34102,11,9,337134,37,379982,36630377,средний опыт,высокий,средняя конкуренция,низкое влияние,низкий спрос
3310,Healthcare,FinTech,41750,188000,9118,1,42,232233,8,224026,36399480,эксперты,высокий,средняя конкуренция,среднее влияние,высокий спрос
3311,Travel,EnergyTech,5000,90000,36829,14,1,269593,8,871518,6221848,средний опыт,низкий,средняя конкуренция,среднее влияние,низкий спрос
3312,Fashion,EdTech,99000,115500,42389,4,24,390819,11,635939,50096430,новички,средний,высокая конкуренция,среднее влияние,средний спрос
3313,Energy,Biotech,13500,40500,14582,9,7,260241,88,494990,21819640,эксперты,средний,высокая конкуренция,среднее влияние,низкий спрос
3314,Entertainment,TravelTech,68750,175500,8840,17,3,853480,64,608149,54605277,эксперты,средний,высокая конкуренция,низкое влияние,высокий спрос
3315,Education,Cybersecurity,68000,121500,47583,12,36,270556,44,510245,15410865,новички,высокий,высокая конкуренция,среднее влияние,средний спрос
3316,Environment,EnergyTech,43750,135000,14819,18,12,949640,5,697618,56662114,эксперты,средний,низкая конкуренция,низкое влияние,низкий спрос
3317,Retail,Media,4000,29500,8911,10,43,240488,43,88395,99055407,эксперты,средний,высокая конкуренция,высокое влияние,низкий спрос
3318,Food,Cybersecurity,97500,129500,44745,14,19,414344,27,379446,40236691,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
3319,Environment,Medical,68000,115500,6086,18,41,757098,57,823701,9224714,эксперты,средний,высокая конкуренция,высокое влияние,низкий спрос
3320,Environment,Cybersecurity,80000,199500,20871,12,6,229199,72,776403,23928880,средний опыт,средний,средняя конкуренция,среднее влияние,низкий спрос
3321,Fashion,AI,43500,106000,11672,2,18,943002,92,152446,94583599,новички,низкий,средняя конкуренция,среднее влияние,низкий спрос
3322,Security,FoodTech,62250,57500,48610,17,12,225707,48,259456,20699161,средний опыт,средний,высокая конкуренция,высокое влияние,низкий спрос
3323,Travel,Biotech,94500,79000,36302,17,13,37466,12,707376,63369361,средний опыт,средний,высокая конкуренция,среднее влияние,средний спрос
3324,Entertainment,TravelTech,71500,197500,21598,1,9,954976,65,666699,85973401,новички,средний,средняя конкуренция,низкое влияние,высокий спрос
3325,Education,Biotech,87750,42000,14712,1,30,382842,33,539758,82685097,средний опыт,высокий,низкая конкуренция,высокое влияние,низкий спрос
3326,Technology,GreenTech,67750,156500,41369,3,3,823856,89,460206,53288531,средний опыт,высокий,средняя конкуренция,высокое влияние,средний спрос
3327,Healthcare,Logistics,40500,7500,33888,13,30,743843,34,127489,41892714,эксперты,средний,средняя конкуренция,низкое влияние,низкий спрос
3328,Food,FinTech,11750,38500,31637,9,28,510353,49,796464,67167788,новички,средний,низкая конкуренция,высокое влияние,средний спрос
3329,Healthcare,GreenTech,20000,33000,44242,8,37,458018,24,760905,56547401,эксперты,низкий,высокая конкуренция,среднее влияние,низкий спрос
3330,Energy,Cybersecurity,46000,149500,45557,10,38,901004,95,277081,80088523,средний опыт,высокий,высокая конкуренция,среднее влияние,низкий спрос
3331,Technology,FinTech,21500,28000,45454,9,19,596929,67,806624,77744963,средний опыт,высокий,низкая конкуренция,высокое влияние,средний спрос
3332,Environment,Biotech,40500,5500,9617,14,5,275516,15,969669,40139780,эксперты,высокий,низкая конкуренция,среднее влияние,низкий спрос
3333,Food,GreenTech,70500,30500,20931,4,32,765298,63,695224,40423602,новички,низкий,высокая конкуренция,среднее влияние,высокий спрос
3334,Entertainment,EnergyTech,54750,108500,10142,4,29,722885,48,792301,69172507,новички,средний,низкая конкуренция,высокое влияние,средний спрос
3335,Security,Medical,20000,115000,17488,20,34,995042,62,907307,20732857,новички,низкий,низкая конкуренция,низкое влияние,высокий спрос
3336,Environment,EnergyTech,41000,170000,10360,14,44,774916,67,370007,33352890,средний опыт,высокий,средняя конкуренция,низкое влияние,низкий спрос
3337,Energy,Biotech,95500,141500,36853,8,42,579076,1,835244,47575265,эксперты,низкий,средняя конкуренция,высокое влияние,низкий спрос
3338,Finance,Medical,23000,177500,44098,3,5,54359,19,99538,29557063,эксперты,высокий,высокая конкуренция,высокое влияние,низкий спрос
3339,Real Estate,Cybersecurity,2250,77500,34643,11,27,865196,73,218786,84030109,новички,низкий,низкая конкуренция,высокое влияние,низкий спрос
3340,Education,FinTech,9750,88500,29065,10,10,325905,72,746365,71308879,новички,высокий,низкая конкуренция,низкое влияние,низкий спрос
3341,Real Estate,Medical,86000,118000,11961,2,39,92388,71,573716,71450279,новички,высокий,высокая конкуренция,высокое влияние,высокий спрос
3342,Security,Media,5750,18000,44251,15,15,23721,51,948914,7138653,средний опыт,средний,высокая конкуренция,низкое влияние,низкий спрос
3343,Biotech,EnergyTech,5000,159000,13975,11,3,204868,65,569687,9830168,эксперты,средний,средняя конкуренция,низкое влияние,низкий спрос
3344,Food,GreenTech,98250,85000,12823,4,17,667949,59,445884,92012238,эксперты,средний,низкая конкуренция,высокое влияние,средний спрос
3345,Security,Media,29000,10000,5162,18,43,131967,46,576470,75322764,эксперты,высокий,высокая конкуренция,высокое влияние,высокий спрос
3346,Finance,EdTech,6500,61500,16825,1,10,563500,93,334124,9075910,средний опыт,низкий,средняя конкуренция,низкое влияние,высокий спрос
3347,Real Estate,Biotech,72750,13500,14140,3,31,946541,12,754820,43382231,новички,высокий,средняя конкуренция,среднее влияние,высокий спрос
3348,Transportation,Medical,91250,69500,21130,8,48,975116,52,417768,45542155,эксперты,средний,низкая конкуренция,высокое влияние,средний спрос
3349,Energy,GreenTech,53500,25000,3927,6,33,532536,15,959475,5206714,эксперты,высокий,низкая конкуренция,высокое влияние,низкий спрос
3350,Space,SpaceTech,69000,113000,42597,2,41,765131,78,97718,90394058,новички,средний,высокая конкуренция,низкое влияние,средний спрос
3351,Healthcare,Medical,28500,165500,31209,20,40,72504,16,358887,23489428,средний опыт,низкий,низкая конкуренция,высокое влияние,высокий спрос
3352,Environment,EnergyTech,1250,161000,8396,3,48,593856,14,312309,12374308,эксперты,низкий,низкая конкуренция,низкое влияние,высокий спрос
3353,Real Estate,Logistics,10000,114500,10615,12,21,477037,77,739773,98862764,новички,средний,средняя конкуренция,низкое влияние,средний спрос
3354,Transportation,FinTech,71750,94000,39084,6,6,699822,94,142187,64868654,новички,низкий,высокая конкуренция,среднее влияние,средний спрос
3355,Education,FashionTech,6500,47000,19060,11,26,62537,41,541599,13859958,новички,средний,средняя конкуренция,высокое влияние,средний спрос
3356,Food,FoodTech,73250,123500,4642,2,13,947127,93,399147,18168787,средний опыт,средний,средняя конкуренция,высокое влияние,средний спрос
3357,Security,Medical,47000,172000,14464,1,20,292138,81,70237,86427367,новички,высокий,средняя конкуренция,низкое влияние,высокий спрос
3358,Environment,TravelTech,90000,51500,36483,15,47,888327,70,888523,54510782,эксперты,высокий,высокая конкуренция,низкое влияние,низкий спрос
3359,Energy,SpaceTech,10250,20500,38780,5,13,936278,15,201889,39504331,эксперты,высокий,высокая конкуренция,высокое влияние,высокий спрос
3360,Technology,Media,38500,158000,40446,9,20,841220,80,645463,73411869,эксперты,средний,средняя конкуренция,высокое влияние,средний спрос
3361,Energy,FashionTech,51000,179500,2844,19,10,467765,49,487314,37483652,эксперты,низкий,средняя конкуренция,высокое влияние,высокий спрос
3362,Finance,E-commerce,71750,125500,30841,5,8,529062,99,346681,53241198,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
3363,Food,Media,74750,55000,16938,18,8,738700,23,500092,39374919,эксперты,высокий,высокая конкуренция,низкое влияние,низкий спрос
3364,Food,E-commerce,38500,21000,15592,15,43,63876,75,148175,27839012,новички,высокий,средняя конкуренция,высокое влияние,низкий спрос
3365,Space,FoodTech,82000,73000,38608,10,13,492860,57,253860,1167436,средний опыт,низкий,низкая конкуренция,низкое влияние,низкий спрос
3366,Real Estate,E-commerce,99750,112000,39089,5,22,265738,2,948128,34875304,средний опыт,высокий,средняя конкуренция,высокое влияние,высокий спрос
3367,Technology,Property,70750,182500,26136,20,5,362009,8,517268,11917340,новички,средний,высокая конкуренция,среднее влияние,низкий спрос
3368,Real Estate,FashionTech,7000,193500,31448,18,47,863530,33,814722,21726825,средний опыт,высокий,средняя конкуренция,низкое влияние,средний спрос
3369,Food,FoodTech,21500,128500,39021,11,48,589829,53,647658,20874888,эксперты,высокий,средняя конкуренция,высокое влияние,высокий спрос
3370,Finance,Property,12000,8000,6561,3,45,31995,11,208797,93120666,эксперты,средний,низкая конкуренция,среднее влияние,низкий спрос
3371,Healthcare,Media,48750,87000,12532,7,14,375311,67,43234,89344035,эксперты,средний,низкая конкуренция,среднее влияние,низкий спрос
3372,Real Estate,EdTech,68250,131500,20032,15,16,798437,90,382443,14075554,новички,средний,средняя конкуренция,низкое влияние,средний спрос
3373,Transportation,FinTech,84000,78500,35483,9,25,42384,1,852426,38726695,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
3374,Energy,FoodTech,88000,151000,49669,10,38,189872,46,354090,3566482,эксперты,низкий,средняя конкуренция,высокое влияние,высокий спрос
3375,Food,EdTech,81750,162000,10227,20,14,67240,90,410621,7387652,эксперты,высокий,высокая конкуренция,среднее влияние,низкий спрос
3376,Education,Media,73500,168500,16784,1,28,748172,90,767484,54226075,новички,низкий,высокая конкуренция,высокое влияние,низкий спрос
3377,Security,EdTech,92750,37000,46904,19,32,76925,2,332407,24037472,новички,высокий,низкая конкуренция,низкое влияние,средний спрос
3378,Space,SpaceTech,10500,74500,27103,7,45,238160,44,977726,64505646,средний опыт,средний,средняя конкуренция,низкое влияние,низкий спрос
3379,Energy,Property,53250,47000,48702,14,1,178086,23,69872,95080553,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
3380,Space,SpaceTech,83500,27500,23303,4,17,196342,60,945834,88055807,новички,высокий,средняя конкуренция,высокое влияние,низкий спрос
3381,Healthcare,GreenTech,38750,99500,11235,19,17,537536,7,238634,93644471,эксперты,низкий,средняя конкуренция,высокое влияние,низкий спрос
3382,Real Estate,FinTech,41500,124500,6529,15,33,49752,67,700709,56625013,новички,средний,высокая конкуренция,высокое влияние,высокий спрос
3383,Security,EdTech,86000,134000,3100,8,5,515734,3,843764,32867066,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
3384,Security,FoodTech,25250,63000,10705,5,24,186314,77,742019,98210682,эксперты,высокий,высокая конкуренция,высокое влияние,средний спрос
3385,Food,GreenTech,18000,94000,21076,1,45,485766,43,203411,38057254,новички,средний,средняя конкуренция,среднее влияние,средний спрос
3386,Travel,GreenTech,55000,39000,24464,13,19,584735,57,251538,74358949,средний опыт,низкий,низкая конкуренция,высокое влияние,низкий спрос
3387,Technology,Biotech,86500,171000,12576,16,5,198074,27,127802,56604885,новички,низкий,средняя конкуренция,низкое влияние,высокий спрос
3388,Travel,EnergyTech,57750,150000,36697,3,11,696074,4,745760,51929002,новички,низкий,низкая конкуренция,низкое влияние,средний спрос
3389,Fashion,EnergyTech,73750,128000,3796,7,11,292545,32,10780,98685659,средний опыт,высокий,низкая конкуренция,высокое влияние,низкий спрос
3390,Entertainment,EdTech,56000,143500,13482,11,41,282080,79,438066,8580018,новички,средний,низкая конкуренция,низкое влияние,высокий спрос
3391,Space,Medical,90750,17500,11335,9,6,541451,30,974668,35251869,эксперты,низкий,высокая конкуренция,низкое влияние,высокий спрос
3392,Fashion,Media,9000,181000,41665,19,33,83314,10,882666,58708307,эксперты,средний,высокая конкуренция,среднее влияние,высокий спрос
3393,Biotech,Biotech,39500,140000,26651,15,37,19588,18,483146,59115267,новички,высокий,низкая конкуренция,высокое влияние,высокий спрос
3394,Biotech,FoodTech,77750,134000,48704,17,7,173808,61,400136,45100644,эксперты,низкий,низкая конкуренция,высокое влияние,низкий спрос
3395,Healthcare,SpaceTech,10500,151500,7706,14,47,78478,12,534860,13354311,новички,высокий,высокая конкуренция,низкое влияние,низкий спрос
3396,Space,Cybersecurity,23500,112000,17540,6,46,927323,68,581078,13376876,средний опыт,высокий,низкая конкуренция,высокое влияние,высокий спрос
3397,Environment,GreenTech,31500,144000,21860,6,21,718224,42,341099,80277568,эксперты,средний,средняя конкуренция,высокое влияние,средний спрос
3398,Energy,Logistics,42250,80500,49348,1,17,765733,39,249708,57951683,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
3399,Education,SpaceTech,35500,20500,26548,8,7,521467,27,959849,37408903,эксперты,средний,средняя конкуренция,высокое влияние,высокий спрос
3400,Biotech,Logistics,95250,75500,8322,8,14,690381,21,483449,86642402,новички,высокий,низкая конкуренция,среднее влияние,средний спрос
3401,Real Estate,FinTech,20750,114000,5583,7,36,84215,12,291948,25175181,новички,средний,высокая конкуренция,низкое влияние,средний спрос
3402,Energy,Biotech,81750,18500,42293,7,33,231344,39,101022,86375932,новички,низкий,высокая конкуренция,среднее влияние,высокий спрос
3403,Travel,EnergyTech,42250,188500,29047,17,14,695541,56,311853,14133009,эксперты,низкий,средняя конкуренция,среднее влияние,низкий спрос
3404,Transportation,Biotech,88000,39000,49364,19,26,150496,4,815283,10076003,эксперты,высокий,средняя конкуренция,высокое влияние,средний спрос
3405,Finance,GreenTech,59000,36000,25801,8,24,65753,17,706491,6452301,средний опыт,низкий,средняя конкуренция,низкое влияние,высокий спрос
3406,Space,EnergyTech,88500,93000,36399,10,34,260318,48,673481,33841161,средний опыт,средний,низкая конкуренция,среднее влияние,средний спрос
3407,Entertainment,Media,78500,138500,33141,15,22,513080,40,455398,66017310,новички,средний,высокая конкуренция,низкое влияние,средний спрос
3408,Finance,GreenTech,6750,196500,47556,2,33,629357,87,349628,45622716,средний опыт,высокий,высокая конкуренция,высокое влияние,средний спрос
3409,Food,Logistics,10000,40000,17640,7,14,571007,24,2879,94398312,средний опыт,средний,высокая конкуренция,среднее влияние,высокий спрос
3410,Retail,FashionTech,89500,113000,43957,12,42,12059,19,677183,56622378,эксперты,низкий,низкая конкуренция,среднее влияние,средний спрос
3411,Space,FashionTech,77500,21500,33298,14,6,116226,74,497946,76117583,средний опыт,средний,высокая конкуренция,среднее влияние,низкий спрос
3412,Technology,FinTech,29250,192500,17547,20,34,364762,91,941912,83500761,новички,низкий,низкая конкуренция,высокое влияние,высокий спрос
3413,Retail,FoodTech,16750,156500,37786,13,39,153451,41,62178,31206729,новички,низкий,высокая конкуренция,среднее влияние,средний спрос
3414,Finance,Property,37500,125500,18172,14,4,640592,96,662465,65641351,эксперты,низкий,средняя конкуренция,низкое влияние,средний спрос
3415,Security,EnergyTech,82750,126000,27922,7,21,204825,18,446088,45567997,средний опыт,средний,высокая конкуренция,низкое влияние,низкий спрос
3416,Real Estate,Logistics,96500,90000,21160,17,15,246042,67,602789,6783374,новички,высокий,низкая конкуренция,среднее влияние,средний спрос
3417,Environment,SpaceTech,39250,35500,30115,6,25,826532,88,831113,75604779,новички,низкий,низкая конкуренция,низкое влияние,высокий спрос
3418,Travel,EdTech,74000,25500,22426,4,14,958907,85,148277,76998227,новички,средний,средняя конкуренция,среднее влияние,низкий спрос
3419,Security,E-commerce,26500,106500,16621,20,35,969404,46,730677,93409231,средний опыт,низкий,высокая конкуренция,низкое влияние,низкий спрос
3420,Space,Property,49750,191500,46555,3,10,742302,92,808360,42379663,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
3421,Space,SpaceTech,84000,148000,37734,19,12,266130,22,306748,65880260,средний опыт,средний,высокая конкуренция,высокое влияние,средний спрос
3422,Space,Medical,53250,196000,45504,12,29,565377,99,290046,66825456,новички,низкий,высокая конкуренция,среднее влияние,средний спрос
3423,Food,FoodTech,58750,150000,30716,4,29,980617,72,599654,56645423,эксперты,низкий,высокая конкуренция,среднее влияние,высокий спрос
3424,Biotech,AI,65750,143000,41195,1,50,207275,92,786019,54190204,эксперты,высокий,низкая конкуренция,среднее влияние,высокий спрос
3425,Energy,FinTech,28000,195000,45864,4,20,95088,30,197637,86365308,средний опыт,средний,низкая конкуренция,высокое влияние,средний спрос
3426,Biotech,Cybersecurity,28500,74000,1057,5,44,149774,45,224931,88752150,эксперты,высокий,высокая конкуренция,высокое влияние,высокий спрос
3427,Entertainment,E-commerce,41000,191000,21164,2,50,387716,56,495179,28395237,новички,высокий,средняя конкуренция,среднее влияние,высокий спрос
3428,Real Estate,TravelTech,77250,84500,44216,13,50,526308,24,872575,4507499,новички,высокий,средняя конкуренция,низкое влияние,низкий спрос
3429,Energy,GreenTech,21500,179500,27463,8,9,701514,74,237295,47750361,эксперты,средний,средняя конкуренция,высокое влияние,высокий спрос
3430,Real Estate,SpaceTech,85250,16000,46120,18,10,706647,11,940350,86928677,новички,низкий,высокая конкуренция,высокое влияние,средний спрос
3431,Environment,E-commerce,4250,198000,11120,1,30,788720,44,198833,78735382,эксперты,средний,высокая конкуренция,среднее влияние,низкий спрос
3432,Real Estate,E-commerce,24750,86500,7185,3,14,145153,32,832224,9956362,средний опыт,высокий,низкая конкуренция,среднее влияние,средний спрос
3433,Healthcare,AI,89250,87500,10621,7,44,121823,75,227745,86552206,средний опыт,высокий,низкая конкуренция,высокое влияние,средний спрос
3434,Entertainment,AI,59250,110000,23895,4,11,175421,35,239734,59207674,эксперты,высокий,низкая конкуренция,низкое влияние,низкий спрос
3435,Education,Medical,12250,129500,6686,17,49,47780,36,800059,70053750,эксперты,высокий,высокая конкуренция,высокое влияние,средний спрос
3436,Education,Medical,20500,163000,2751,15,47,224090,31,787253,52141059,средний опыт,средний,высокая конкуренция,высокое влияние,средний спрос
3437,Biotech,Cybersecurity,48500,175500,22248,19,34,622234,42,85874,7096626,средний опыт,высокий,средняя конкуренция,низкое влияние,низкий спрос
3438,Finance,SpaceTech,80750,156000,14798,15,40,741701,35,690600,80584443,новички,низкий,низкая конкуренция,высокое влияние,высокий спрос
3439,Energy,Media,6500,26500,7353,17,45,355184,85,24393,52776455,средний опыт,средний,средняя конкуренция,низкое влияние,средний спрос
3440,Entertainment,Medical,82250,49500,17491,11,37,814356,49,622647,97860965,новички,низкий,высокая конкуренция,среднее влияние,высокий спрос
3441,Entertainment,EdTech,12000,188500,18590,16,36,944974,35,730410,71768006,эксперты,средний,высокая конкуренция,среднее влияние,высокий спрос
3442,Education,E-commerce,1000,189500,13323,12,11,213665,100,9005,18979920,средний опыт,высокий,средняя конкуренция,высокое влияние,низкий спрос
3443,Real Estate,Logistics,32750,135000,27284,19,49,36494,15,617033,38541892,средний опыт,средний,высокая конкуренция,низкое влияние,высокий спрос
3444,Technology,Cybersecurity,70250,86000,44888,1,27,356951,68,158746,33647554,эксперты,низкий,низкая конкуренция,низкое влияние,низкий спрос
3445,Retail,AI,78250,120000,26567,6,16,693587,10,269891,39243085,эксперты,высокий,средняя конкуренция,высокое влияние,высокий спрос
3446,Travel,GreenTech,21250,119000,31291,4,46,233259,54,619695,30286316,новички,средний,низкая конкуренция,среднее влияние,средний спрос
3447,Technology,FashionTech,70500,169500,7922,11,26,478346,40,973563,72890847,средний опыт,высокий,высокая конкуренция,среднее влияние,средний спрос
3448,Space,Media,89750,25500,11066,9,46,53694,24,651509,65601660,эксперты,низкий,средняя конкуренция,высокое влияние,низкий спрос
3449,Biotech,EdTech,22500,171500,27733,6,5,354394,66,966611,97254929,эксперты,высокий,средняя конкуренция,низкое влияние,высокий спрос
3450,Fashion,AI,97000,24000,28900,18,14,695212,71,189893,55497530,эксперты,средний,низкая конкуренция,высокое влияние,средний спрос
3451,Transportation,E-commerce,50750,177500,21000,9,38,385654,76,420008,12630587,новички,средний,высокая конкуренция,высокое влияние,средний спрос
3452,Environment,FinTech,47500,185000,38846,2,14,505793,94,203613,78619304,эксперты,средний,низкая конкуренция,среднее влияние,низкий спрос
3453,Biotech,Property,88000,117000,18920,5,6,988692,61,932009,88406081,новички,низкий,средняя конкуренция,низкое влияние,низкий спрос
3454,Technology,GreenTech,51500,191000,10065,4,35,760290,27,775127,3307173,новички,низкий,средняя конкуренция,низкое влияние,низкий спрос
3455,Energy,EnergyTech,22000,86000,18406,7,45,316692,84,617983,91640173,новички,низкий,низкая конкуренция,высокое влияние,низкий спрос
3456,Entertainment,Medical,98750,184500,43020,10,50,68206,46,99450,63684459,средний опыт,низкий,средняя конкуренция,высокое влияние,низкий спрос
3457,Entertainment,AI,9250,69000,23635,10,9,676205,4,775678,42232384,средний опыт,высокий,средняя конкуренция,среднее влияние,высокий спрос
3458,Environment,SpaceTech,98500,118000,45588,14,16,131276,17,62743,93215257,новички,средний,высокая конкуренция,низкое влияние,средний спрос
3459,Transportation,Medical,38250,53000,3815,3,45,938385,91,612432,91874133,эксперты,средний,высокая конкуренция,высокое влияние,высокий спрос
3460,Environment,FinTech,79750,44500,20173,4,47,642502,60,820176,86119364,средний опыт,высокий,высокая конкуренция,среднее влияние,высокий спрос
3461,Entertainment,AI,86000,121500,29711,5,36,413572,29,509392,73872735,средний опыт,низкий,высокая конкуренция,низкое влияние,средний спрос
3462,Finance,Medical,97000,125000,17932,6,27,830230,21,452638,2738386,новички,высокий,высокая конкуренция,высокое влияние,низкий спрос
3463,Healthcare,Logistics,10750,97500,1096,10,46,438036,62,374413,43507217,эксперты,средний,высокая конкуренция,высокое влияние,высокий спрос
3464,Entertainment,Property,86500,67500,4457,12,40,147140,13,44132,27936984,средний опыт,низкий,высокая конкуренция,высокое влияние,высокий спрос
3465,Biotech,AI,53250,65500,48576,15,36,797741,20,531104,85735711,средний опыт,средний,высокая конкуренция,среднее влияние,низкий спрос
3466,Finance,FoodTech,29250,43000,26857,7,38,708874,37,505193,4138181,средний опыт,средний,средняя конкуренция,среднее влияние,высокий спрос
3467,Finance,SpaceTech,63000,142000,8253,20,39,892261,95,339163,48695317,эксперты,низкий,низкая конкуренция,низкое влияние,средний спрос
