id,theme,category,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
3633,Education,FinTech,817951,7970370,1319842,8.7,1.6,3.3,7.3,3.6
3634,Energy,GreenTech,957448,1425418,1981394,2.6,7.0,6.1,2.5,8.3
3635,Travel,GreenTech,538690,9992210,4310593,4.2,1.1,5.6,6.2,4.2
3636,Real Estate,Property,102499,0,3484176,4.1,4.9,7.6,1.9,7.4
3637,Finance,TravelTech,436553,0,4420430,7.9,3.4,6.5,0.2,0.2
3638,Food,Medical,926333,3072952,3295267,6.9,2.6,7.5,8.1,3.6
3639,Finance,Media,354733,5197217,3625984,8.3,2.4,10.0,2.0,8.5
3640,Real Estate,GreenTech,865773,3405960,0,9.6,3.6,6.3,4.9,4.7
3641,Space,Property,332948,1004048,3599123,3.7,9.4,8.9,1.0,1.4
3642,Technology,Property,918009,9994903,0,5.5,10.0,9.9,0.4,1.0
3643,Environment,TravelTech,234905,7413748,3176561,5.2,8.5,9.1,7.8,1.7
3644,Biotech,EdTech,635781,3350192,2004606,8.8,3.0,9.9,8.7,2.2
3645,Space,E-commerce,616177,6629734,0,8.1,2.1,9.8,8.3,9.7
3646,Food,Biotech,906204,2561442,389439,2.5,4.8,4.9,9.9,9.7
3647,Security,AI,593544,6228193,2074354,5.7,4.0,5.7,2.7,7.7
3648,Retail,Biotech,249506,9087613,0,9.3,1.3,9.3,2.3,3.6
3649,Fashion,Property,517186,9456341,4851301,2.0,3.8,2.3,1.4,4.1
3650,Technology,FoodTech,696676,8961596,997675,8.5,4.6,4.7,6.8,5.1
3651,Retail,Media,675360,6556518,4430773,3.1,9.1,8.4,3.7,6.1
3652,Energy,EdTech,257252,4591983,1786918,3.0,9.1,6.7,3.8,4.8
3653,Space,GreenTech,978321,3800826,3050149,7.1,7.6,1.1,2.4,3.0
3654,Security,EdTech,532320,7979208,2935475,1.2,1.4,6.9,9.5,7.4
3655,Energy,GreenTech,906590,7091736,624863,8.2,1.5,9.3,7.1,5.9
3656,Finance,Media,679916,7348178,4258817,2.6,9.3,7.9,6.5,7.9
3657,Environment,TravelTech,850656,0,1409794,1.2,1.3,7.8,7.0,1.5
3658,Education,Property,829914,7821324,1948751,4.7,4.4,6.4,3.6,6.6
3659,Technology,GreenTech,362851,0,3312447,1.2,2.8,4.8,3.0,3.6
3660,Space,FoodTech,248192,0,4100318,9.7,7.7,7.5,9.1,2.9
3661,Security,FoodTech,999154,2133285,3567931,2.7,9.2,1.5,0.3,0.0
3662,Transportation,EnergyTech,897004,5568267,733887,3.2,5.2,10.0,6.7,5.1
3663,Retail,GreenTech,579329,0,0,7.7,8.8,2.4,6.2,6.5
3664,Travel,Cybersecurity,193288,8362482,3611955,6.0,2.2,6.6,8.6,8.2
3665,Entertainment,Media,968582,9903375,1339155,4.2,3.7,7.3,7.0,9.2
3666,Finance,Medical,461999,7838392,245795,8.9,3.8,4.5,2.9,3.6
3667,Transportation,EdTech,322907,4637529,3251026,10.0,8.1,9.3,3.3,4.1
3668,Healthcare,EdTech,455901,4095510,2200931,2.3,6.2,5.1,2.5,1.7
3669,Education,AI,726982,0,1099215,6.6,4.1,2.3,8.0,9.1
3670,Food,TravelTech,878959,9514033,471060,8.5,8.7,4.4,6.6,8.8
3671,Space,FinTech,945850,6705404,0,6.2,6.6,7.2,9.3,9.6
3672,Travel,FashionTech,975191,0,2751370,6.4,5.4,2.3,8.6,3.9
3673,Transportation,EdTech,784895,2663683,963856,9.5,2.6,4.5,4.4,8.9
3674,Food,EdTech,761201,8103920,4214302,8.1,5.6,3.2,2.0,2.0
3675,Technology,AI,964377,3290369,1924638,6.3,7.7,10.0,1.5,1.5
3676,Retail,AI,495223,9348912,2038782,4.3,9.6,4.2,9.3,2.0
3677,Education,GreenTech,728351,9557494,3878163,8.3,5.5,3.2,3.4,1.6
3678,Real Estate,GreenTech,304142,6027077,596546,9.4,5.8,9.4,7.1,7.2
3679,Healthcare,Biotech,263922,0,2240751,8.9,1.1,6.2,7.3,6.0
3680,Real Estate,AI,242337,6278745,2832365,5.5,6.5,3.1,9.3,8.5
3681,Environment,SpaceTech,223638,8277836,0,4.3,3.5,2.6,4.2,1.4
3682,Technology,Logistics,375614,0,2578135,9.0,9.7,6.5,4.4,3.9
3683,Biotech,SpaceTech,191172,9222711,0,8.2,2.5,6.3,2.6,7.4
3684,Security,Logistics,593486,0,2976591,8.9,5.9,5.6,4.0,2.7
3685,Environment,FoodTech,458116,2537867,955484,4.5,8.3,7.3,8.3,6.0
3686,Real Estate,FinTech,598510,0,4331285,8.1,4.8,9.9,6.1,3.0
3687,Security,AI,784012,9094664,1053988,4.4,5.9,2.9,2.9,2.3
3688,Food,EdTech,338472,4971662,697279,2.4,2.1,9.3,6.3,3.9
3689,Environment,EnergyTech,725351,0,4360259,2.4,2.4,8.2,3.4,6.6
3690,Transportation,GreenTech,498423,1911608,0,4.4,6.2,6.1,7.8,2.5
3691,Finance,Logistics,787680,3037171,1361022,4.1,6.1,1.7,8.2,5.0
3692,Entertainment,FinTech,552145,574865,531111,3.8,9.9,8.1,5.7,4.1
3693,Security,EnergyTech,886634,0,4067831,5.5,7.5,8.1,7.9,9.7
3694,Healthcare,FinTech,131946,5898465,3668521,2.5,3.6,8.4,7.9,5.1
3695,Energy,Logistics,423684,8377329,4547724,7.7,6.4,4.9,1.3,5.8
3696,Food,Media,245243,4111801,4624760,3.7,2.6,1.2,9.7,9.6
3697,Technology,AI,602802,9654994,1211631,7.7,2.2,2.1,9.6,8.0
3698,Technology,E-commerce,963844,3289087,3252322,3.4,3.8,4.2,8.7,9.3
3699,Retail,Logistics,514182,1534250,1383702,6.5,4.5,4.9,3.3,1.1
3700,Healthcare,Media,451930,7308490,800388,2.3,5.8,3.8,0.5,0.2
3701,Retail,FashionTech,581128,4294275,2543427,9.3,6.6,7.7,5.2,3.3
3702,Fashion,EnergyTech,165946,1198746,0,9.6,3.3,1.3,8.6,8.0
3703,Technology,AI,320034,0,0,7.8,4.9,8.4,6.6,5.4
3704,Biotech,Biotech,688050,0,2224827,3.4,9.3,1.3,9.3,3.4
3705,Environment,SpaceTech,233671,4046809,986123,1.6,3.4,1.5,7.1,1.8
3706,Entertainment,EnergyTech,285044,1114716,3964314,8.1,8.2,3.2,5.7,8.6
3707,Entertainment,EnergyTech,753271,4270963,1052377,1.4,8.3,4.4,1.4,1.2
3708,Energy,Cybersecurity,444324,4001209,1766099,9.6,3.2,5.5,3.2,5.5
3709,Finance,Media,615011,5173779,2280447,8.4,2.4,8.8,9.7,5.1
3710,Security,GreenTech,675997,6899393,4508162,3.1,4.7,8.5,0.3,0.3
3711,Space,EnergyTech,896437,9578954,2337171,1.6,9.7,3.7,6.3,3.2
3712,Energy,Medical,324468,2398627,1012337,1.4,1.6,6.5,1.8,2.8
3713,Technology,AI,144908,8013816,1398141,5.5,4.5,4.4,7.8,3.2
3714,Energy,FoodTech,164322,9436278,320294,3.8,6.5,6.6,0.1,0.5
3715,Fashion,Medical,924748,1167245,3010761,5.8,4.8,7.4,2.9,9.8
3716,Real Estate,Medical,471706,0,4229821,2.3,9.2,9.9,1.4,7.3
3717,Entertainment,Property,834928,0,0,4.3,6.2,6.8,8.3,9.6
3718,Fashion,EdTech,252611,0,1944045,2.7,5.8,4.5,3.3,1.9
3719,Security,Biotech,731842,549671,2671387,3.4,9.2,2.5,3.5,3.9
3720,Transportation,Cybersecurity,760573,7577513,0,2.6,2.6,3.1,7.5,3.4
3721,Food,Media,120140,3738855,1417874,6.9,3.7,9.5,9.6,2.8
3722,Environment,Medical,256118,0,0,7.1,3.7,9.5,0.7,0.3
3723,Finance,FashionTech,752562,8597058,0,9.7,9.9,9.1,1.1,6.4
3724,Fashion,FinTech,343049,1322796,0,4.7,6.4,4.1,2.4,7.1
3725,Biotech,SpaceTech,744489,6929353,0,1.3,7.7,3.5,9.4,3.0
3726,Space,Media,284813,3296763,143825,2.2,8.7,9.8,0.8,0.2
3727,Education,EdTech,479653,2387169,650114,7.4,5.7,9.6,7.3,7.7
3728,Energy,Media,179307,8528653,4037691,8.1,6.4,2.5,0.7,0.2
3729,Entertainment,FoodTech,629168,7366987,0,3.2,9.8,7.3,0.0,0.5
3730,Biotech,Medical,727824,8906296,4066580,9.7,5.4,9.1,3.0,7.6
3731,Security,EdTech,274729,3766799,3775239,4.8,3.7,3.6,1.5,5.6
3732,Finance,Cybersecurity,505982,7195261,3574337,4.3,2.8,1.9,4.3,5.1
3733,Environment,Cybersecurity,394319,8150263,0,5.9,5.4,7.3,9.7,3.0
3734,Real Estate,Cybersecurity,978045,1901586,3527570,9.3,8.7,8.6,5.3,3.0
3735,Healthcare,E-commerce,818610,2528487,2925035,7.4,2.2,7.2,4.8,3.8
3736,Real Estate,TravelTech,255048,4714614,0,5.4,2.7,4.0,5.2,6.0
3737,Biotech,AI,387712,0,1381903,6.2,9.9,6.8,1.3,9.4
3738,Technology,Medical,596152,3338439,2821887,5.6,2.2,2.7,0.0,0.3
3739,Technology,Property,628863,581622,1505116,9.5,7.1,5.7,4.1,6.6
3740,Energy,SpaceTech,104756,2709608,427591,4.5,6.8,4.1,9.8,4.0
3741,Security,Logistics,450669,0,124793,8.3,9.7,4.8,2.7,9.0
3742,Environment,FinTech,514295,0,991365,2.6,9.4,2.8,2.7,1.1
3743,Space,Media,975602,6655225,973090,1.4,5.8,2.2,5.1,6.3
3744,Real Estate,TravelTech,688536,1224842,2951156,5.9,7.6,2.9,1.1,7.6
3745,Retail,FinTech,819856,6018657,0,4.6,9.6,1.7,1.0,4.0
3746,Education,Property,493226,5603219,846653,6.2,1.5,4.7,0.8,0.7
3747,Retail,TravelTech,351163,9550917,3511634,6.3,4.5,7.1,0.8,0.6
3748,Environment,Medical,565474,2019883,0,7.6,9.8,3.3,6.2,9.3
3749,Education,FinTech,339236,9776283,2614039,9.6,6.7,1.1,2.3,2.9
3750,Space,Biotech,561304,0,2004578,3.3,3.2,2.4,3.1,3.2
3751,Environment,SpaceTech,755607,8634529,3869632,8.6,7.4,2.5,6.3,3.3
3752,Security,E-commerce,105856,5992792,2971664,1.6,8.0,6.2,5.2,8.1
3753,Healthcare,EnergyTech,930763,8138804,670676,3.3,4.1,6.1,3.6,6.2
3754,Transportation,Cybersecurity,831128,2579553,1163270,8.9,5.0,3.6,5.3,3.5
3755,Biotech,Biotech,658731,5492445,3778773,7.8,1.9,9.9,3.6,9.0
3756,Healthcare,TravelTech,556659,1430825,1409535,8.4,6.2,4.3,6.7,4.0
3757,Fashion,Logistics,910859,1362893,1086196,4.7,8.5,4.4,2.1,8.4
3758,Travel,AI,278485,858308,0,5.1,4.9,5.3,0.2,0.1
3759,Technology,EnergyTech,206279,6617854,4309717,3.3,6.6,9.7,6.3,9.0
3760,Education,FinTech,474761,7300829,1646497,9.3,6.2,5.3,1.6,3.6
3761,Travel,Medical,197105,6336935,4505294,4.5,1.7,2.2,4.7,8.5
3762,Food,FashionTech,330178,690672,2984849,1.8,4.8,8.0,7.7,9.6
3763,Technology,FashionTech,999720,0,2130725,1.1,9.4,4.3,2.8,4.3
3764,Real Estate,Media,644190,569856,1483933,6.8,2.1,3.4,3.4,6.4
3765,Energy,GreenTech,864201,5844969,868024,4.7,9.6,6.0,8.3,8.2
3766,Biotech,Medical,492517,4284077,710344,4.7,5.9,3.3,5.9,1.4
3767,Security,Medical,628929,661486,1418626,9.4,4.5,2.6,8.6,2.1
3768,Transportation,E-commerce,449508,524804,974092,2.3,3.0,4.0,4.9,3.8
3769,Food,Property,323128,3940817,1116019,2.4,5.4,9.7,0.7,0.4
3770,Real Estate,GreenTech,579034,3272751,2738874,4.3,1.6,7.9,2.6,7.9
3771,Fashion,FoodTech,854192,7408838,4942099,5.3,9.2,2.8,3.6,4.9
3772,Technology,FoodTech,397071,7872825,3459985,6.1,7.4,1.5,8.5,8.9
3773,Travel,Biotech,103690,8732973,2044465,7.6,9.9,1.8,8.4,8.9
3774,Space,Cybersecurity,701515,0,3273623,1.9,6.4,4.8,7.3,9.9
3775,Security,Media,857733,0,307853,8.8,6.3,1.5,9.0,6.9
3776,Energy,Cybersecurity,193152,951672,3450473,4.8,4.9,1.9,0.3,0.8
3777,Environment,Biotech,197284,3942988,0,6.0,3.1,2.3,2.1,8.8
3778,Travel,Media,130822,799278,1582362,9.7,5.9,1.0,6.3,2.8
3779,Retail,FoodTech,691801,1918665,2785588,2.8,5.8,9.5,2.5,7.0
3780,Real Estate,GreenTech,656363,5533753,3492974,7.7,5.0,5.0,9.3,3.9
3781,Entertainment,E-commerce,858445,5685917,3330766,5.1,6.4,2.4,10.0,4.0
3782,Retail,Medical,487327,2414748,4708216,9.5,2.0,4.9,4.6,2.2
3783,Healthcare,Property,969594,5449839,4732648,9.6,2.8,6.7,3.0,3.2
3784,Real Estate,Biotech,810091,6739762,0,6.8,2.4,4.8,0.7,0.7
3785,Transportation,Medical,770853,9465465,3442632,8.4,3.5,5.5,0.4,0.5
3786,Energy,Biotech,930056,0,560994,5.8,6.1,5.9,2.3,9.2
3787,Space,FashionTech,195476,5114437,790612,6.3,7.1,8.3,9.6,4.7
3788,Entertainment,Logistics,883722,6631706,4622153,2.9,5.8,4.1,9.2,8.9
3789,Food,SpaceTech,670572,1613280,1654956,4.4,8.9,3.5,4.5,6.1
3790,Space,EdTech,233395,5774587,0,5.0,3.4,3.9,8.3,3.4
3791,Technology,EnergyTech,662958,6932666,0,9.3,9.9,3.0,1.2,3.0
3792,Healthcare,AI,886638,7416390,3039753,9.6,2.1,4.8,7.1,9.3
3793,Finance,EdTech,804961,4798766,465981,4.7,6.5,1.3,5.6,9.1
3794,Healthcare,SpaceTech,188871,0,1965976,9.9,6.1,2.5,5.5,1.7
3795,Retail,GreenTech,587566,4632960,0,6.9,2.9,4.6,6.4,3.0
3796,Security,Medical,304019,9191532,2057668,4.1,1.9,3.0,6.5,7.8
3797,Technology,Media,647357,2723945,3716624,2.5,2.1,6.9,6.5,4.6
3798,Food,Medical,397385,8408425,2167811,8.6,7.8,7.2,3.9,1.3
3799,Retail,Logistics,690626,4955423,3793530,3.4,8.3,9.1,9.0,7.9
3800,Healthcare,Logistics,999894,0,2247390,3.5,3.1,3.5,8.0,2.1
3801,Entertainment,SpaceTech,984080,2426575,0,5.4,4.6,9.8,7.7,7.3
3802,Security,SpaceTech,690561,8594558,2810457,9.5,9.3,3.9,9.6,8.2
3803,Education,FashionTech,440077,989550,2182818,3.9,8.3,7.9,4.7,5.9
3804,Travel,E-commerce,281621,0,0,6.1,9.5,6.4,4.2,2.7
3805,Technology,Biotech,664599,3867308,4413675,7.1,1.5,2.8,3.5,5.7
3806,Space,FashionTech,598120,5640112,228080,9.2,3.9,6.5,3.4,3.5
3807,Education,FashionTech,504439,4201177,0,5.9,8.2,6.0,1.4,9.7
3808,Finance,GreenTech,103114,7837137,3104365,4.8,1.7,8.3,6.6,8.3
3809,Security,Logistics,997210,6335208,3060060,3.6,5.6,7.5,6.8,9.2
3810,Healthcare,FinTech,515428,0,4482723,4.7,2.7,9.3,2.2,8.7
3811,Healthcare,FoodTech,434181,0,4512629,8.2,3.9,7.2,5.8,2.0
3812,Transportation,EnergyTech,389315,1993072,0,6.2,9.1,7.0,0.1,0.8
3813,Energy,FoodTech,547019,8772760,2649349,8.6,1.1,3.8,7.3,8.3
3814,Finance,TravelTech,961605,0,0,9.6,6.8,6.4,4.1,6.4
3815,Travel,TravelTech,234050,4801837,4108995,2.7,8.2,2.6,1.0,0.8
3816,Entertainment,Media,207308,0,3370601,3.1,5.7,8.7,8.0,2.8
3817,Travel,AI,931803,572967,0,1.1,2.9,4.7,6.9,4.8
3818,Entertainment,Logistics,714833,4399750,2160306,8.0,9.0,5.0,9.8,8.7
3819,Food,Property,272075,1725510,4072021,6.4,8.2,5.2,9.6,2.5
3820,Travel,Property,210211,1224149,3773175,6.5,2.5,2.5,2.2,5.5
3821,Finance,TravelTech,645839,7520170,752551,7.2,3.7,4.8,9.1,7.3
3822,Entertainment,AI,309792,7403829,813570,4.4,7.4,6.3,5.6,6.0
3823,Biotech,FoodTech,271352,9899041,3953797,3.5,3.7,2.8,4.7,6.0
3824,Space,FashionTech,195681,2723484,3687344,6.7,6.4,3.5,8.0,4.8
3825,Retail,Media,490215,0,3818658,8.4,8.8,5.3,6.9,2.9
3826,Environment,Biotech,169615,3965987,2933751,9.3,8.4,8.3,7.3,5.2
3827,Biotech,FinTech,589024,2579289,3806968,9.6,8.5,1.4,7.8,3.5
3828,Fashion,Logistics,765214,4007178,2072140,5.6,8.5,4.9,0.1,0.5
3829,Security,FashionTech,458184,0,2837744,1.6,1.1,4.4,4.5,3.2
3830,Healthcare,Property,396788,7833069,2412348,6.5,8.9,8.4,5.2,4.8
3831,Travel,Media,868545,3999706,3700282,5.2,4.4,5.7,8.9,2.4
3832,Entertainment,AI,582403,7627156,3465980,8.5,8.2,6.4,1.0,0.4
3833,Biotech,AI,842154,0,3307795,7.3,9.0,9.9,8.3,1.6
3834,Fashion,EnergyTech,348747,6181578,2340977,9.7,5.7,4.7,0.5,0.5
3835,Fashion,EdTech,753969,4302833,950039,3.3,4.1,8.7,4.4,1.3
3836,Finance,Cybersecurity,946998,5986189,256715,2.4,2.8,1.8,7.9,2.8
3837,Biotech,Biotech,640594,6248065,2395447,2.5,2.6,2.2,0.2,0.1
3838,Environment,Media,446713,2988367,2798984,8.1,4.9,5.7,1.4,5.5
3839,Retail,E-commerce,143716,5716889,4293979,1.4,6.1,3.6,3.3,8.5
3840,Healthcare,Property,778127,0,0,6.7,7.0,3.3,8.3,9.7
3841,Transportation,Logistics,453922,2280718,3106401,5.2,4.6,6.0,7.5,1.7
3842,Entertainment,E-commerce,776285,9892665,3516862,6.8,3.1,9.9,10.0,4.5
3843,Environment,Cybersecurity,437656,1184156,3641843,5.5,9.0,2.2,2.8,4.6
3844,Space,FoodTech,152206,3898161,0,2.6,1.2,9.1,8.0,7.1
3845,Transportation,GreenTech,621151,8460738,977985,9.5,6.3,2.6,9.7,1.2
3846,Food,Logistics,853149,3694819,3967723,7.5,3.7,3.7,9.8,7.6
3847,Finance,FinTech,941528,0,1096018,4.9,1.6,7.6,5.0,8.9
3848,Education,FoodTech,722669,0,1253617,6.9,7.8,5.5,2.9,8.3
3849,Fashion,GreenTech,355063,8417035,2556486,7.4,4.9,4.9,9.0,3.7
3850,Environment,GreenTech,819870,7235539,3444187,7.8,4.8,1.1,5.4,6.0
3851,Biotech,Medical,470670,4448410,681672,2.5,2.0,1.0,6.1,8.2
3852,Food,FoodTech,111505,5218382,1588439,8.5,3.3,1.2,7.1,1.7
3853,Environment,Media,695793,9218448,3740404,7.3,4.4,7.3,3.9,7.8
3854,Fashion,Cybersecurity,614528,0,2365645,1.3,6.6,6.5,0.5,0.8
3855,Entertainment,AI,429476,793055,3533602,7.7,6.6,3.7,2.4,3.3
3856,Security,Cybersecurity,506982,8593705,2722578,6.4,2.1,6.6,6.1,6.4
3857,Transportation,E-commerce,429728,6020649,4011966,2.5,8.7,3.9,3.1,8.2
3858,Environment,Media,794570,4321922,3047131,4.2,4.9,8.8,8.6,9.5
3859,Travel,SpaceTech,479659,4938999,4346414,2.4,7.3,8.1,3.3,4.6
3860,Transportation,EdTech,343100,0,1438452,5.9,8.6,9.5,0.0,0.1
3861,Environment,Property,261423,9013344,2993193,5.1,8.2,2.9,7.2,5.3
3862,Finance,E-commerce,778309,8536181,1422290,5.7,1.4,8.0,4.2,7.1
3863,Travel,Media,680798,4166482,3714092,1.7,7.7,8.0,8.7,9.7
3864,Finance,AI,690519,7354093,4661719,7.6,4.5,5.8,0.5,0.7
3865,Healthcare,Medical,318144,5584016,3631818,5.2,2.2,5.0,6.5,3.3
3866,Retail,EnergyTech,743640,1753216,1886932,5.4,6.9,5.6,0.9,0.6
3867,Healthcare,Logistics,857711,5444287,1526940,5.1,8.7,4.7,8.2,9.2
3868,Energy,FoodTech,879224,0,2646611,8.5,3.9,7.2,8.0,2.9
3869,Food,Logistics,891213,8033540,4617207,2.1,4.1,2.2,1.8,1.8
3870,Healthcare,SpaceTech,308336,0,0,5.7,2.3,8.4,7.3,5.5
3871,Technology,Cybersecurity,323243,4501694,4735358,2.7,4.1,7.1,8.8,8.1
3872,Security,GreenTech,646851,1092333,2879065,7.2,7.8,5.1,9.3,7.2
3873,Healthcare,SpaceTech,671118,3834005,2507257,7.9,7.4,4.5,4.1,3.2
3874,Environment,EdTech,139744,1007611,1948321,3.3,7.8,2.9,1.5,1.9
3875,Space,FoodTech,975533,8647197,2147157,4.4,9.6,2.7,2.5,2.7
3876,Entertainment,SpaceTech,160931,0,2403494,1.5,7.1,8.3,9.4,8.4
3877,Security,TravelTech,958508,5960280,3106129,8.4,5.6,7.1,0.2,0.8
3878,Food,Media,285962,0,925944,9.2,6.9,9.2,2.6,6.5
3879,Technology,SpaceTech,982686,0,2994391,6.0,7.9,5.4,5.8,8.2
3880,Real Estate,SpaceTech,829616,0,2118858,4.2,5.4,2.9,6.9,6.9
3881,Entertainment,Media,909761,4937915,2869927,3.4,8.1,8.0,7.1,6.6
3882,Energy,Media,856540,8873679,1162838,1.6,3.1,7.1,4.7,5.4
3883,Fashion,GreenTech,232648,0,4741700,4.9,7.4,2.0,8.6,5.0
3884,Transportation,Cybersecurity,531668,4287352,4671359,5.0,6.0,9.2,6.6,4.8
3885,Finance,Cybersecurity,641410,9350216,0,5.8,2.7,9.2,7.2,3.8
3886,Energy,AI,850058,0,4094364,3.2,5.9,3.2,3.2,6.3
3887,Biotech,TravelTech,436341,1490928,294601,6.6,1.4,4.4,9.1,8.3
3888,Food,Biotech,125617,9926137,3292732,6.4,7.8,6.0,2.6,3.1
3889,Real Estate,TravelTech,155413,0,2232823,9.2,1.5,7.0,1.1,6.1
3890,Biotech,Media,785197,8114030,0,1.5,9.5,1.9,2.9,4.1
3891,Entertainment,EnergyTech,339547,6303432,4724274,3.2,9.1,5.1,8.2,9.7
3892,Energy,GreenTech,135031,5973070,1413474,3.7,6.5,6.2,0.8,0.9
3893,Environment,Cybersecurity,405463,0,0,9.5,9.1,3.2,5.2,5.4
3894,Transportation,Cybersecurity,189589,4266217,0,2.0,1.2,9.2,2.0,1.7
3895,Security,FinTech,545347,0,3110477,4.1,6.9,3.1,3.0,6.0
3896,Healthcare,Media,467359,3843634,2979831,2.5,5.0,9.8,9.6,2.8
3897,Fashion,AI,443788,1019771,221240,9.5,5.7,6.4,2.4,8.4
3898,Travel,TravelTech,278947,0,2120471,6.7,8.6,8.8,9.3,6.7
3899,Technology,AI,764715,9001612,3623135,6.6,3.2,9.8,6.6,2.6
3900,Fashion,FinTech,757938,0,998521,3.5,6.8,7.7,1.5,3.4
3901,Finance,EnergyTech,498531,4872663,0,6.7,2.0,9.9,8.9,6.1
3902,Finance,Logistics,634022,5559263,2522854,2.9,4.0,3.6,3.5,5.9
3903,Travel,Cybersecurity,396570,6387868,1383121,4.7,3.7,3.2,1.8,7.6
3904,Transportation,GreenTech,684787,0,3382734,5.4,4.8,3.1,5.0,10.0
3905,Energy,GreenTech,861439,4951117,2239276,6.2,6.8,3.9,8.8,1.9
3906,Food,Cybersecurity,694471,6124553,2634539,7.3,1.1,1.4,7.1,6.5
3907,Environment,FoodTech,306028,5776698,2451636,5.3,9.7,3.6,3.5,8.6
3908,Food,EdTech,867478,5264729,0,1.2,9.1,3.7,9.2,2.7
3909,Environment,Medical,168236,1064452,2289692,9.0,8.4,6.1,6.9,4.4
3910,Healthcare,EdTech,551490,8537183,295197,8.8,9.9,1.3,3.1,9.7
3911,Entertainment,Medical,651697,2934704,810325,9.0,3.7,7.3,7.0,6.3
3912,Biotech,Biotech,211778,0,3779652,1.6,6.5,7.3,8.5,5.1
3913,Space,TravelTech,725933,3127491,1541111,8.3,7.4,7.3,1.7,3.8
3914,Energy,Property,275583,5550746,3749427,8.4,6.6,5.3,0.1,0.6
3915,Retail,TravelTech,643968,0,809285,3.6,4.3,5.0,4.5,8.6
3916,Security,Media,986219,1998714,1197676,6.6,8.1,9.7,8.8,8.9
3917,Biotech,TravelTech,261923,9950682,4700600,1.0,8.5,3.7,0.8,0.9
3918,Education,TravelTech,364933,668413,0,4.6,1.4,8.3,1.5,6.7
3919,Food,FinTech,671537,3381329,3006876,1.2,1.1,3.0,7.2,8.9
3920,Healthcare,SpaceTech,283266,3671743,818375,7.9,3.0,5.5,7.1,1.4
3921,Travel,FashionTech,805440,7710673,1857590,2.4,5.9,9.5,8.5,2.9
3922,Technology,Media,819927,9056497,0,4.1,7.7,5.5,2.5,3.7
3923,Environment,Media,390863,3766162,3257507,9.5,1.4,3.0,6.9,2.8
3924,Retail,GreenTech,113614,6536145,4356615,6.5,4.1,7.8,6.5,6.7
3925,Biotech,E-commerce,536161,1460324,3481282,4.0,9.6,4.5,3.0,2.7
3926,Finance,Media,113756,2909920,4909330,5.3,7.3,1.2,8.7,8.9
3927,Retail,Biotech,560175,6948165,626604,4.5,1.5,2.0,6.7,5.2
3928,Education,Property,137663,1647697,4984226,3.0,5.1,1.4,7.1,7.2
3929,Retail,EdTech,691513,7580545,920419,9.6,6.6,8.2,7.7,2.1
3930,Security,AI,813690,5843033,3094590,3.3,3.1,5.0,3.2,1.2
3931,Security,Biotech,666116,0,0,7.0,3.7,3.1,2.7,8.4
3932,Travel,GreenTech,422588,6493333,2101773,1.3,3.3,6.3,5.5,5.4
3933,Retail,Medical,766887,0,2714985,3.0,9.5,3.1,1.7,8.6
3934,Transportation,AI,602787,0,2856849,7.8,9.5,1.6,4.4,1.9
3935,Biotech,Property,826053,9510744,2644872,5.7,9.5,7.0,4.7,8.5
3936,Environment,FashionTech,781346,7560755,3926271,9.0,1.4,4.1,5.0,8.4
3937,Biotech,FinTech,366893,2765845,3173571,7.2,4.5,3.3,8.0,9.1
3938,Retail,Biotech,712916,7178654,4173846,6.3,4.7,6.0,0.5,0.1
3939,Environment,FinTech,726421,3980523,3284766,4.7,4.8,6.1,0.6,0.4
3940,Biotech,Logistics,816832,8361292,1604462,3.7,8.2,6.7,6.2,6.6
3941,Finance,Cybersecurity,135980,2764104,0,2.8,5.3,7.7,8.0,3.3
3942,Biotech,Medical,499246,3819008,250523,4.5,2.9,4.9,3.2,7.8
3943,Education,SpaceTech,554767,1091236,4989012,8.2,2.1,3.7,2.6,1.1
3944,Environment,Biotech,559715,0,2949805,2.3,7.2,5.6,9.5,4.7
3945,Travel,GreenTech,594812,0,108970,3.5,9.5,4.5,6.3,4.0
3946,Healthcare,E-commerce,232565,4572921,2479326,8.3,5.1,4.5,1.4,7.5
3947,Fashion,FoodTech,676057,0,4752258,2.2,9.2,2.0,9.4,4.4
3948,Entertainment,Media,483118,2906745,2544036,6.3,7.5,5.9,7.7,1.6
3949,Real Estate,EnergyTech,262581,1209473,2045028,8.7,1.7,4.3,3.6,7.5
3950,Biotech,FinTech,619017,8554958,1039023,6.3,9.3,8.5,3.4,6.5
3951,Technology,Logistics,364557,7989539,1661278,6.0,2.8,8.6,8.1,4.5
3952,Real Estate,Biotech,436111,0,0,7.1,5.4,4.9,2.6,6.5
3953,Travel,SpaceTech,768378,4974830,646509,8.9,1.9,2.8,4.5,2.9
3954,Energy,Logistics,299106,6401873,1314390,5.9,8.5,5.9,6.3,8.1
3955,Travel,AI,428844,7012078,674413,6.7,1.0,2.1,2.5,4.0
3956,Healthcare,SpaceTech,117723,7837138,0,3.5,3.5,2.9,1.1,9.6
3957,Education,E-commerce,245665,8328868,2153706,7.7,5.0,3.0,0.4,0.5
3958,Healthcare,EnergyTech,388444,8248018,4461393,9.8,9.5,4.1,8.7,1.5
3959,Space,Medical,893111,0,3760042,9.7,6.0,5.2,3.0,7.2
